0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	10
11	10
12	10
13	10
14	10
15	10
16	10
17	10
18	10
19	10
20	20
21	20
22	20
23	20
24	20
25	20
26	20
27	20
28	20
29	20
30	30
31	30
32	30
33	30
34	30
35	30
36	30
37	30
38	30
39	30
40	40
41	40
42	40
43	40
44	40
45	40
46	40
47	40
48	40
49	40
50	50
51	50
52	50
53	50
54	50
55	50
56	50
57	50
58	50
59	50
60	60
61	60
62	60
63	60
64	60
65	60
66	60
67	60
68	60
69	60
70	70
71	70
72	70
73	70
74	70
75	70
76	70
77	70
78	70
79	70
80	80
81	80
82	80
83	80
84	80
85	80
86	80
87	80
88	80
89	80
90	90
91	90
92	90
93	90
94	90
95	90
96	90
97	90
98	90
99	90
100	100
101	100
102	100
103	100
104	100
105	100
106	100
107	100
108	100
109	100
110	110
111	110
112	110
113	110
114	110
115	110
116	110
117	110
118	110
119	110
120	120
121	120
122	120
123	120
124	120
125	120
126	120
127	120
128	120
129	120
130	130
131	130
132	130
133	130
134	130
135	130
136	130
137	130
138	130
139	130
140	140
141	140
142	140
143	140
144	140
145	140
146	140
147	140
148	140
149	140
